"TIME","GEO","UNIT","HAZARD","WASTE","NACE_R2","Value"
"2010","Slovakia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","8,351"
"2010","Finland","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","104,336,944"
"2010","Finland","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","280,165"
"2010","Finland","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","71,352"
"2010","Finland","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","7,704"
"2010","Finland","Tonne","Hazardous","Total waste","All NACE activities plus households","2,559,417"
"2010","Finland","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","116,250"
"2010","Finland","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Finland","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Finland","Tonne","Non-hazardous","Total waste","All NACE activities plus households","101,777,527"
"2010","Finland","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","163,915"
"2010","Finland","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","71,352"
"2010","Finland","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","7,704"
"2010","Sweden","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","117,645,185"
"2010","Sweden","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","735,027"
"2010","Sweden","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","218,839"
"2010","Sweden","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","19,077"
"2010","Sweden","Tonne","Hazardous","Total waste","All NACE activities plus households","2,527,760"
"2010","Sweden","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","438,736"
"2010","Sweden","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Sweden","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Sweden","Tonne","Non-hazardous","Total waste","All NACE activities plus households","115,117,425"
"2010","Sweden","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","296,291"
"2010","Sweden","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","218,839"
"2010","Sweden","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","19,077"
"2010","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","247,565,277"
"2010","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","1,100,527"
"2010","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","1,809,985"
"2010","United Kingdom","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","183,927"
"2010","United Kingdom","Tonne","Hazardous","Total waste","All NACE activities plus households","5,242,858"
"2010","United Kingdom","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","910,771"
"2010","United Kingdom","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","United Kingdom","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","United Kingdom","Tonne","Non-hazardous","Total waste","All NACE activities plus households","242,322,419"
"2010","United Kingdom","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","189,756"
"2010","United Kingdom","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","1,809,985"
"2010","United Kingdom","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","183,927"
"2010","Iceland","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","510,941"
"2010","Iceland","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","487"
"2010","Iceland","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","4,358"
"2010","Iceland","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","1,100"
"2010","Iceland","Tonne","Hazardous","Total waste","All NACE activities plus households","8,304"
"2010","Iceland","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","487"
"2010","Iceland","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Iceland","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Iceland","Tonne","Non-hazardous","Total waste","All NACE activities plus households","502,637"
"2010","Iceland","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","0"
"2010","Iceland","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","4,358"
"2010","Iceland","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","1,100"
"2010","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","312,180"
"2010","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","3,014"
"2010","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","365"
"2010","Liechtenstein","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","4"
"2010","Liechtenstein","Tonne","Hazardous","Total waste","All NACE activities plus households","8,354"
"2010","Liechtenstein","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","3,014"
"2010","Liechtenstein","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Liechtenstein","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Liechtenstein","Tonne","Non-hazardous","Total waste","All NACE activities plus households","303,826"
"2010","Liechtenstein","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","0"
"2010","Liechtenstein","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","365"
"2010","Liechtenstein","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","4"
"2010","Norway","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","9,432,997"
"2010","Norway","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","207,072"
"2010","Norway","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","88,845"
"2010","Norway","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","20,104"
"2010","Norway","Tonne","Hazardous","Total waste","All NACE activities plus households","1,763,033"
"2010","Norway","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","207,072"
"2010","Norway","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Norway","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Norway","Tonne","Non-hazardous","Total waste","All NACE activities plus households","7,669,964"
"2010","Norway","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","0"
"2010","Norway","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","88,845"
"2010","Norway","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","20,104"
"2010","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","2,327,590"
"2010","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","2,160"
"2010","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","4,031"
"2010","North Macedonia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","3,244"
"2010","North Macedonia","Tonne","Hazardous","Total waste","All NACE activities plus households","149,534"
"2010","North Macedonia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","102"
"2010","North Macedonia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","North Macedonia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","North Macedonia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","2,178,056"
"2010","North Macedonia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","2,058"
"2010","North Macedonia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","4,031"
"2010","North Macedonia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","3,244"
"2010","Serbia","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","33,615,918"
"2010","Serbia","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","10,174"
"2010","Serbia","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","6,820"
"2010","Serbia","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","1,056"
"2010","Serbia","Tonne","Hazardous","Total waste","All NACE activities plus households","11,161,172"
"2010","Serbia","Tonne","Hazardous","Chemical wastes","All NACE activities plus households","6,615"
"2010","Serbia","Tonne","Hazardous","Plastic wastes","All NACE activities plus households",":"
"2010","Serbia","Tonne","Hazardous","Textile wastes","All NACE activities plus households",":"
"2010","Serbia","Tonne","Non-hazardous","Total waste","All NACE activities plus households","22,454,746"
"2010","Serbia","Tonne","Non-hazardous","Chemical wastes","All NACE activities plus households","3,560"
"2010","Serbia","Tonne","Non-hazardous","Plastic wastes","All NACE activities plus households","6,820"
"2010","Serbia","Tonne","Non-hazardous","Textile wastes","All NACE activities plus households","1,056"
"2010","Turkey","Tonne","Hazardous and non-hazardous - Total","Total waste","All NACE activities plus households","63,540,624"
"2010","Turkey","Tonne","Hazardous and non-hazardous - Total","Chemical wastes","All NACE activities plus households","950,210"
"2010","Turkey","Tonne","Hazardous and non-hazardous - Total","Plastic wastes","All NACE activities plus households","217,310"
"2010","Turkey","Tonne","Hazardous and non-hazardous - Total","Textile wastes","All NACE activities plus households","85,496"
